MesañoISIN;mes-año;mes;año;Fecha;Name ;Peso;Peso en %;ISIN 1;Sector;ISIN 2;ISIN 3;ISIN 4;;
22015-ES0113211835;22015;2;2015;1/2/15;BBV.ARGENTARIA;10,43;10,43%;ES0113211835;Financials;ES0113211033;ES0113211009;;;
22015-ES0148396007;22015;2;2015;1/2/15;INDITEX;9,88;9,88%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
22015-ES0144580Y14;22015;2;2015;1/2/15;IBERDROLA;7,34;7,34%;ES0144580Y14;Utilities;ES0144580018;;;;
22015-ES0173516115;22015;2;2015;1/2/15;REPSOL YPF;4,47;4,47%;ES0173516115;Energy;ES0173516016;;;;
22015-ES0109067019;22015;2;2015;1/2/15;AMADEUS IT GROUP;3,10;3,10%;ES0109067019;Technology;ES0184633032;;;;
22015-ES0177542018;22015;2;2015;1/2/15;INTL.CONS.AIRL.GP. (MAD);3,07;3,07%;ES0177542018;Industrial;;;;;
22015-ES0140609019;22015;2;2015;1/2/15;CAIXABANK;2,68;2,68%;ES0140609019;Financials;;;;;
22015-ES0118900010;22015;2;2015;1/2/15;FERROVIAL;2,61;2,61%;ES0118900010;Industrial;ES0162601019;;;;
22015-ES0116870314;22015;2;2015;1/2/15;NATURGY ENERGY;2,44;2,44%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
22015-ES0111845014;22015;2;2015;1/2/15;ABERTIS;2,36;2,36%;ES0111845014;Industrial;;;;;
22015-ES0167050915;22015;2;2015;1/2/15;ACS ACTIV.CONSTR.Y SERV.;1,97;1,97%;ES0167050915;Industrial;ES0167050311;;;;
22015-ES0173093024;22015;2;2015;1/2/15;RED ELECTRICA;1,94;1,94%;ES0173093024;Utilities;ES0173093115;;;;
22015-ES0113860A34;22015;2;2015;1/2/15;BANCO DE SABADELL;1,86;1,86%;ES0113860A34;Financials;ES0113860532;;;;
22015-ES0113307062;22015;2;2015;1/2/15;BANKIA;1,69;1,69%;ES0113307062;Financials;ES0113307021;ES0113307039;;;
22015-ES0113790226;22015;2;2015;1/2/15;BANCO POPULAR ESPANOL;1,63;1,63%;ES0113790226;Financials;ES0113790531;ES0113790234;ES0113790135;;
22015-ES0171996087;22015;2;2015;1/2/15;GRIFOLS ORD CL A;1,45;1,45%;ES0171996087;Healthcare;ES0171996012;;;;
22015-ES0130670112;22015;2;2015;1/2/15;ENDESA;1,44;1,44%;ES0130670112;Utilities;ES0130670013;;;;
22015-ES0130960018;22015;2;2015;1/2/15;ENAGAS;1,23;1,23%;ES0130960018;Energy;;;;;
22015-ES0113679I37;22015;2;2015;1/2/15;BANKINTER 'R';1,18;1,18%;ES0113679I37;Financials;ES0113679338;;;;
22015-ES0124244E34;22015;2;2015;1/2/15;MAPFRE;1,09;1,09%;ES0124244E34;Financials;ES0124244C36;ES0124244A38;;;
22015-ES0126775032;22015;2;2015;1/2/15;DIA;0,83;0,83%;ES0126775032;Consumer Non-Cyclical;;;;;
22015-ES0152503035;22015;2;2015;1/2/15;MEDIASET ESPANA COMUNICACION;0,68;0,68%;ES0152503035;Consumer Cyclical;;;;;
22015-ES0115056139;22015;2;2015;1/2/15;BOLSAS Y MERCADOS ESPAÑOLES;0,61;0,61%;ES0115056139;Financials;;;;;
22015-ES0125220311;22015;2;2015;1/2/15;ACCIONA;0,60;0,60%;ES0125220311;Industrial;;;;;
22015-GB00B5TMSP21;22015;2;2015;1/2/15;JAZZTEL;0,60;0,60%;GB00B5TMSP21;Telecommunications Services;GB0057933615;;;;
22015-LU1598757687;22015;2;2015;1/2/15;ARCELORMITTAL (MAD);0,57;0,57%;LU1598757687;Industrial;LU0323134006;LU0307198241;NL0000361947;;
22015-ES0143416115;22015;2;2015;1/2/15;SIEMENS GAMESA RENEWABLE ENERGY;0,56;0,56%;ES0143416115;Energy;ES0143416016;;;;
22015-ES0105200002;22015;2;2015;1/2/15;ABENGOA B SHARES;0,43;0,43%;ES0105200002;Industrial;ES0105200184;;;;
22015-ES0122060314;22015;2;2015;1/2/15;FCC;0,41;0,41%;ES0122060314;Industrial;;;;;
22015-ES0178165017;22015;2;2015;1/2/15;TECNICAS REUNIDAS;0,39;0,39%;ES0178165017;Energy;;;;;
22015-ES0182870214;22015;2;2015;1/2/15;SACYR;0,38;0,38%;ES0182870214;Industrial;ES0182870016;ES0182870917;;;
22015-ES0142090317;22015;2;2015;1/2/15;OBRASCON HUARTE;0,32;0,32%;ES0142090317;Industrial;;;;;
22015-ES0118594417;22015;2;2015;1/2/15;INDRA SISTEMAS;0,29;0,29%;ES0118594417;Technology;ES0118594011;;;;
32015-ES0113900J37;32015;3;2015;1/3/15;BANCO SANTANDER;17,86;17,86%;ES0113900J37;Financials;ES0113900G30;;;;
32015-ES0178430E18;32015;3;2015;1/3/15;TELEFONICA;11,85;11,85%;ES0178430E18;Telecommunications Services;;;;;
32015-ES0113211835;32015;3;2015;1/3/15;BBV.ARGENTARIA;10,51;10,51%;ES0113211835;Financials;ES0113211033;ES0113211009;;;
32015-ES0148396007;32015;3;2015;1/3/15;INDITEX;10,11;10,11%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
32015-ES0144580Y14;32015;3;2015;1/3/15;IBERDROLA;6,94;6,94%;ES0144580Y14;Utilities;ES0144580018;;;;
32015-ES0173516115;32015;3;2015;1/3/15;REPSOL YPF;4,31;4,31%;ES0173516115;Energy;ES0173516016;;;;
32015-ES0109067019;32015;3;2015;1/3/15;AMADEUS IT GROUP;3,24;3,24%;ES0109067019;Technology;ES0184633032;;;;
32015-ES0177542018;32015;3;2015;1/3/15;INTL.CONS.AIRL.GP. (MAD);3,08;3,08%;ES0177542018;Industrial;;;;;
32015-ES0140609019;32015;3;2015;1/3/15;CAIXABANK;2,74;2,74%;ES0140609019;Financials;;;;;
32015-ES0118900010;32015;3;2015;1/3/15;FERROVIAL;2,62;2,62%;ES0118900010;Industrial;ES0162601019;;;;
32015-ES0116870314;32015;3;2015;1/3/15;NATURGY ENERGY;2,27;2,27%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
32015-ES0111845014;32015;3;2015;1/3/15;ABERTIS;2,19;2,19%;ES0111845014;Industrial;;;;;
32015-ES0113860A34;32015;3;2015;1/3/15;BANCO DE SABADELL;2,11;2,11%;ES0113860A34;Financials;ES0113860532;;;;
32015-ES0167050915;32015;3;2015;1/3/15;ACS ACTIV.CONSTR.Y SERV.;1,88;1,88%;ES0167050915;Industrial;ES0167050311;;;;
32015-ES0173093024;32015;3;2015;1/3/15;RED ELECTRICA;1,85;1,85%;ES0173093024;Utilities;ES0173093115;;;;
32015-ES0113790226;32015;3;2015;1/3/15;BANCO POPULAR ESPANOL;1,73;1,73%;ES0113790226;Financials;ES0113790531;ES0113790234;ES0113790135;;
32015-ES0113307062;32015;3;2015;1/3/15;BANKIA;1,62;1,62%;ES0113307062;Financials;ES0113307021;ES0113307039;;;
32015-ES0171996087;32015;3;2015;1/3/15;GRIFOLS ORD CL A;1,54;1,54%;ES0171996087;Healthcare;ES0171996012;;;;
32015-ES0130670112;32015;3;2015;1/3/15;ENDESA;1,38;1,38%;ES0130670112;Utilities;ES0130670013;;;;
32015-ES0113679I37;32015;3;2015;1/3/15;BANKINTER 'R';1,16;1,16%;ES0113679I37;Financials;ES0113679338;;;;
32015-ES0130960018;32015;3;2015;1/3/15;ENAGAS;1,15;1,15%;ES0130960018;Energy;;;;;
32015-ES0124244E34;32015;3;2015;1/3/15;MAPFRE;1,14;1,14%;ES0124244E34;Financials;ES0124244C36;ES0124244A38;;;
32015-ES0126775032;32015;3;2015;1/3/15;DIA;0,86;0,86%;ES0126775032;Consumer Non-Cyclical;;;;;
32015-ES0152503035;32015;3;2015;1/3/15;MEDIASET ESPANA COMUNICACION;0,69;0,69%;ES0152503035;Consumer Cyclical;;;;;
32015-ES0115056139;32015;3;2015;1/3/15;BOLSAS Y MERCADOS ESPAÑOLES;0,63;0,63%;ES0115056139;Financials;;;;;
32015-ES0125220311;32015;3;2015;1/3/15;ACCIONA;0,60;0,60%;ES0125220311;Industrial;;;;;
32015-ES0143416115;32015;3;2015;1/3/15;SIEMENS GAMESA RENEWABLE ENERGY;0,59;0,59%;ES0143416115;Energy;ES0143416016;;;;
32015-GB00B5TMSP21;32015;3;2015;1/3/15;JAZZTEL;0,59;0,59%;GB00B5TMSP21;Telecommunications Services;GB0057933615;;;;
32015-LU1598757687;32015;3;2015;1/3/15;ARCELORMITTAL (MAD);0,50;0,50%;LU1598757687;Industrial;LU0323134006;LU0307198241;NL0000361947;;
32015-ES0105200002;32015;3;2015;1/3/15;ABENGOA B SHARES;0,46;0,46%;ES0105200002;Industrial;ES0105200184;;;;
32015-ES0122060314;32015;3;2015;1/3/15;FCC;0,43;0,43%;ES0122060314;Industrial;;;;;
32015-ES0178165017;32015;3;2015;1/3/15;TECNICAS REUNIDAS;0,40;0,40%;ES0178165017;Energy;;;;;
32015-ES0182870214;32015;3;2015;1/3/15;SACYR;0,36;0,36%;ES0182870214;Industrial;ES0182870016;ES0182870917;;;
32015-ES0118594417;32015;3;2015;1/3/15;INDRA SISTEMAS;0,32;0,32%;ES0118594417;Technology;ES0118594011;;;;
32015-ES0142090317;32015;3;2015;1/3/15;OBRASCON HUARTE;0,29;0,29%;ES0142090317;Industrial;;;;;
42015-ES0113900J37;42015;4;2015;1/4/15;BANCO SANTANDER;17,38;17,38%;ES0113900J37;Financials;ES0113900G30;;;;
42015-ES0178430E18;42015;4;2015;1/4/15;TELEFONICA;12,32;12,32%;ES0178430E18;Telecommunications Services;;;;;
42015-ES0113211835;42015;4;2015;1/4/15;BBV.ARGENTARIA;10,29;10,29%;ES0113211835;Financials;ES0113211033;ES0113211009;;;
42015-ES0148396007;42015;4;2015;1/4/15;INDITEX;9,81;9,81%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
42015-ES0144580Y14;42015;4;2015;1/4/15;IBERDROLA;6,98;6,98%;ES0144580Y14;Utilities;ES0144580018;;;;
42015-ES0173516115;42015;4;2015;1/4/15;REPSOL YPF;4,63;4,63%;ES0173516115;Energy;ES0173516016;;;;
42015-ES0109067019;42015;4;2015;1/4/15;AMADEUS IT GROUP;3,34;3,34%;ES0109067019;Technology;ES0184633032;;;;
42015-ES0140609019;42015;4;2015;1/4/15;CAIXABANK;2,81;2,81%;ES0140609019;Financials;;;;;
42015-ES0177542018;42015;4;2015;1/4/15;INTL.CONS.AIRL.GP. (MAD);2,79;2,79%;ES0177542018;Industrial;;;;;
42015-ES0118900010;42015;4;2015;1/4/15;FERROVIAL;2,72;2,72%;ES0118900010;Industrial;ES0162601019;;;;
42015-ES0116870314;42015;4;2015;1/4/15;NATURGY ENERGY;2,41;2,41%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
42015-ES0113860A34;42015;4;2015;1/4/15;BANCO DE SABADELL;2,24;2,24%;ES0113860A34;Financials;ES0113860532;;;;
42015-ES0111845014;42015;4;2015;1/4/15;ABERTIS;2,16;2,16%;ES0111845014;Industrial;;;;;
42015-ES0173093024;42015;4;2015;1/4/15;RED ELECTRICA;1,86;1,86%;ES0173093024;Utilities;ES0173093115;;;;
42015-ES0167050915;42015;4;2015;1/4/15;ACS ACTIV.CONSTR.Y SERV.;1,81;1,81%;ES0167050915;Industrial;ES0167050311;;;;
42015-ES0113790226;42015;4;2015;1/4/15;BANCO POPULAR ESPANOL;1,79;1,79%;ES0113790226;Financials;ES0113790531;ES0113790234;ES0113790135;;
42015-ES0113307062;42015;4;2015;1/4/15;BANKIA;1,58;1,58%;ES0113307062;Financials;ES0113307021;ES0113307039;;;
42015-ES0171996087;42015;4;2015;1/4/15;GRIFOLS ORD CL A;1,48;1,48%;ES0171996087;Healthcare;ES0171996012;;;;
42015-ES0130670112;42015;4;2015;1/4/15;ENDESA;1,37;1,37%;ES0130670112;Utilities;ES0130670013;;;;
42015-ES0130960018;42015;4;2015;1/4/15;ENAGAS;1,20;1,20%;ES0130960018;Energy;;;;;
42015-ES0124244E34;42015;4;2015;1/4/15;MAPFRE;1,12;1,12%;ES0124244E34;Financials;ES0124244C36;ES0124244A38;;;
42015-ES0113679I37;42015;4;2015;1/4/15;BANKINTER 'R';1,11;1,11%;ES0113679I37;Financials;ES0113679338;;;;
42015-ES0126775032;42015;4;2015;1/4/15;DIA;0,85;0,85%;ES0126775032;Consumer Non-Cyclical;;;;;
42015-ES0152503035;42015;4;2015;1/4/15;MEDIASET ESPANA COMUNICACION;0,72;0,72%;ES0152503035;Consumer Cyclical;;;;;
42015-ES0143416115;42015;4;2015;1/4/15;SIEMENS GAMESA RENEWABLE ENERGY;0,61;0,61%;ES0143416115;Energy;ES0143416016;;;;
42015-ES0115056139;42015;4;2015;1/4/15;BOLSAS Y MERCADOS ESPAÑOLES;0,61;0,61%;ES0115056139;Financials;;;;;
42015-GB00B5TMSP21;42015;4;2015;1/4/15;JAZZTEL;0,60;0,60%;GB00B5TMSP21;Telecommunications Services;GB0057933615;;;;
42015-ES0125220311;42015;4;2015;1/4/15;ACCIONA;0,57;0,57%;ES0125220311;Industrial;;;;;
42015-LU1598757687;42015;4;2015;1/4/15;ARCELORMITTAL (MAD);0,54;0,54%;LU1598757687;Industrial;LU0323134006;LU0307198241;NL0000361947;;
42015-ES0122060314;42015;4;2015;1/4/15;FCC;0,44;0,44%;ES0122060314;Industrial;;;;;
42015-ES0178165017;42015;4;2015;1/4/15;TECNICAS REUNIDAS;0,42;0,42%;ES0178165017;Energy;;;;;
42015-ES0105200002;42015;4;2015;1/4/15;ABENGOA B SHARES;0,40;0,40%;ES0105200002;Industrial;ES0105200184;;;;
42015-ES0182870214;42015;4;2015;1/4/15;SACYR;0,37;0,37%;ES0182870214;Industrial;ES0182870016;ES0182870917;;;
42015-ES0118594417;42015;4;2015;1/4/15;INDRA SISTEMAS;0,32;0,32%;ES0118594417;Technology;ES0118594011;;;;
42015-ES0142090317;42015;4;2015;1/4/15;OBRASCON HUARTE;0,30;0,30%;ES0142090317;Industrial;;;;;
52015-ES0113900J37;52015;5;2015;1/5/15;BANCO SANTANDER;17,21;17,21%;ES0113900J37;Financials;ES0113900G30;;;;
52015-ES0178430E18;52015;5;2015;1/5/15;TELEFONICA;11,79;11,79%;ES0178430E18;Telecommunications Services;;;;;
52015-ES0148396007;52015;5;2015;1/5/15;INDITEX;10,46;10,46%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
52015-ES0113211835;52015;5;2015;1/5/15;BBV.ARGENTARIA;10,42;10,42%;ES0113211835;Financials;ES0113211033;ES0113211009;;;
52015-ES0144580Y14;52015;5;2015;1/5/15;IBERDROLA;7,28;7,28%;ES0144580Y14;Utilities;ES0144580018;;;;
52015-ES0173516115;52015;5;2015;1/5/15;REPSOL YPF;4,42;4,42%;ES0173516115;Energy;ES0173516016;;;;
52015-ES0109067019;52015;5;2015;1/5/15;AMADEUS IT GROUP;3,44;3,44%;ES0109067019;Technology;ES0184633032;;;;
52015-ES0177542018;52015;5;2015;1/5/15;INTL.CONS.AIRL.GP. (MAD);2,91;2,91%;ES0177542018;Industrial;;;;;
52015-ES0140609019;52015;5;2015;1/5/15;CAIXABANK;2,77;2,77%;ES0140609019;Financials;;;;;
52015-ES0118900010;52015;5;2015;1/5/15;FERROVIAL;2,67;2,67%;ES0118900010;Industrial;ES0162601019;;;;
52015-ES0116870314;52015;5;2015;1/5/15;NATURGY ENERGY;2,49;2,49%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
52015-ES0113860A34;52015;5;2015;1/5/15;BANCO DE SABADELL;2,18;2,18%;ES0113860A34;Financials;ES0113860532;;;;
52015-ES0111845014;52015;5;2015;1/5/15;ABERTIS;2,13;2,13%;ES0111845014;Industrial;;;;;
52015-ES0173093024;52015;5;2015;1/5/15;RED ELECTRICA;1,92;1,92%;ES0173093024;Utilities;ES0173093115;;;;
52015-ES0113790226;52015;5;2015;1/5/15;BANCO POPULAR ESPANOL;1,75;1,75%;ES0113790226;Financials;ES0113790531;ES0113790234;ES0113790135;;
52015-ES0167050915;52015;5;2015;1/5/15;ACS ACTIV.CONSTR.Y SERV.;1,71;1,71%;ES0167050915;Industrial;ES0167050311;;;;
52015-ES0113307062;52015;5;2015;1/5/15;BANKIA;1,51;1,51%;ES0113307062;Financials;ES0113307021;ES0113307039;;;
52015-ES0171996087;52015;5;2015;1/5/15;GRIFOLS ORD CL A;1,43;1,43%;ES0171996087;Healthcare;ES0171996012;;;;
52015-ES0130670112;52015;5;2015;1/5/15;ENDESA;1,34;1,34%;ES0130670112;Utilities;ES0130670013;;;;
52015-ES0130960018;52015;5;2015;1/5/15;ENAGAS;1,16;1,16%;ES0130960018;Energy;;;;;
52015-ES0113679I37;52015;5;2015;1/5/15;BANKINTER 'R';1,12;1,12%;ES0113679I37;Financials;ES0113679338;;;;
52015-ES0124244E34;52015;5;2015;1/5/15;MAPFRE;1,11;1,11%;ES0124244E34;Financials;ES0124244C36;ES0124244A38;;;
52015-ES0126775032;52015;5;2015;1/5/15;DIA;0,88;0,88%;ES0126775032;Consumer Non-Cyclical;;;;;
52015-ES0143416115;52015;5;2015;1/5/15;SIEMENS GAMESA RENEWABLE ENERGY;0,73;0,73%;ES0143416115;Energy;ES0143416016;;;;
52015-ES0152503035;52015;5;2015;1/5/15;MEDIASET ESPANA COMUNICACION;0,62;0,62%;ES0152503035;Consumer Cyclical;;;;;
52015-GB00B5TMSP21;52015;5;2015;1/5/15;JAZZTEL;0,62;0,62%;GB00B5TMSP21;Telecommunications Services;GB0057933615;;;;
52015-ES0125220311;52015;5;2015;1/5/15;ACCIONA;0,59;0,59%;ES0125220311;Industrial;;;;;
52015-ES0115056139;52015;5;2015;1/5/15;BOLSAS Y MERCADOS ESPAÑOLES;0,57;0,57%;ES0115056139;Financials;;;;;
52015-LU1598757687;52015;5;2015;1/5/15;ARCELORMITTAL (MAD);0,56;0,56%;LU1598757687;Industrial;LU0323134006;LU0307198241;NL0000361947;;
52015-ES0105200002;52015;5;2015;1/5/15;ABENGOA B SHARES;0,47;0,47%;ES0105200002;Industrial;ES0105200184;;;;
52015-ES0178165017;52015;5;2015;1/5/15;TECNICAS REUNIDAS;0,47;0,47%;ES0178165017;Energy;;;;;
52015-ES0122060314;52015;5;2015;1/5/15;FCC;0,37;0,37%;ES0122060314;Industrial;;;;;
52015-ES0182870214;52015;5;2015;1/5/15;SACYR;0,36;0,36%;ES0182870214;Industrial;ES0182870016;ES0182870917;;;
52015-ES0118594417;52015;5;2015;1/5/15;INDRA SISTEMAS;0,27;0,27%;ES0118594417;Technology;ES0118594011;;;;
52015-ES0142090317;52015;5;2015;1/5/15;OBRASCON HUARTE;0,25;0,25%;ES0142090317;Industrial;;;;;
62015-ES0113900J37;62015;6;2015;1/6/15;BANCO SANTANDER;17,11;17,11%;ES0113900J37;Financials;ES0113900G30;;;;
62015-ES0178430E18;62015;6;2015;1/6/15;TELEFONICA;12,01;12,01%;ES0178430E18;Telecommunications Services;;;;;
62015-ES0113211835;62015;6;2015;1/6/15;BBV.ARGENTARIA;10,58;10,58%;ES0113211835;Financials;ES0113211033;ES0113211009;;;
62015-ES0148396007;62015;6;2015;1/6/15;INDITEX;10,40;10,40%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
62015-ES0144580Y14;62015;6;2015;1/6/15;IBERDROLA;7,19;7,19%;ES0144580Y14;Utilities;ES0144580018;;;;
62015-ES0173516115;62015;6;2015;1/6/15;REPSOL YPF;4,13;4,13%;ES0173516115;Energy;ES0173516016;;;;
62015-ES0109067019;62015;6;2015;1/6/15;AMADEUS IT GROUP;3,05;3,05%;ES0109067019;Technology;ES0184633032;;;;
62015-ES0140609019;62015;6;2015;1/6/15;CAIXABANK;2,74;2,74%;ES0140609019;Financials;;;;;
62015-ES0118900010;62015;6;2015;1/6/15;FERROVIAL;2,74;2,74%;ES0118900010;Industrial;ES0162601019;;;;
62015-ES0177542018;62015;6;2015;1/6/15;INTL.CONS.AIRL.GP. (MAD);2,71;2,71%;ES0177542018;Industrial;;;;;
62015-ES0111845014;62015;6;2015;1/6/15;ABERTIS;2,65;2,65%;ES0111845014;Industrial;;;;;
62015-ES0116870314;62015;6;2015;1/6/15;NATURGY ENERGY;2,33;2,33%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
62015-ES0113860A34;62015;6;2015;1/6/15;BANCO DE SABADELL;2,11;2,11%;ES0113860A34;Financials;ES0113860532;;;;
62015-ES0173093024;62015;6;2015;1/6/15;RED ELECTRICA;1,85;1,85%;ES0173093024;Utilities;ES0173093115;;;;
62015-ES0113790226;62015;6;2015;1/6/15;BANCO POPULAR ESPANOL;1,76;1,76%;ES0113790226;Financials;ES0113790531;ES0113790234;ES0113790135;;
62015-ES0167050915;62015;6;2015;1/6/15;ACS ACTIV.CONSTR.Y SERV.;1,73;1,73%;ES0167050915;Industrial;ES0167050311;;;;
62015-ES0105046009;62015;6;2015;1/6/15;AENA SME;1,61;1,61%;ES0105046009;Industrial;;;;;
62015-ES0113307062;62015;6;2015;1/6/15;BANKIA;1,50;1,50%;ES0113307062;Financials;ES0113307021;ES0113307039;;;
62015-ES0171996087;62015;6;2015;1/6/15;GRIFOLS ORD CL A;1,47;1,47%;ES0171996087;Healthcare;ES0171996012;;;;
62015-ES0130670112;62015;6;2015;1/6/15;ENDESA;1,39;1,39%;ES0130670112;Utilities;ES0130670013;;;;
62015-ES0113679I37;62015;6;2015;1/6/15;BANKINTER 'R';1,14;1,14%;ES0113679I37;Financials;ES0113679338;;;;
62015-ES0130960018;62015;6;2015;1/6/15;ENAGAS;1,11;1,11%;ES0130960018;Energy;;;;;
62015-ES0124244E34;62015;6;2015;1/6/15;MAPFRE;1,09;1,09%;ES0124244E34;Financials;ES0124244C36;ES0124244A38;;;
62015-ES0126775032;62015;6;2015;1/6/15;DIA;0,85;0,85%;ES0126775032;Consumer Non-Cyclical;;;;;
62015-ES0152503035;62015;6;2015;1/6/15;MEDIASET ESPANA COMUNICACION;0,82;0,82%;ES0152503035;Consumer Cyclical;;;;;
62015-ES0143416115;62015;6;2015;1/6/15;SIEMENS GAMESA RENEWABLE ENERGY;0,75;0,75%;ES0143416115;Energy;ES0143416016;;;;
62015-LU1598757687;62015;6;2015;1/6/15;ARCELORMITTAL (MAD);0,52;0,52%;LU1598757687;Industrial;LU0323134006;LU0307198241;NL0000361947;;
62015-ES0132105018;62015;6;2015;1/6/15;ACERINOX 'R';0,50;0,50%;ES0132105018;Industrial;ES0132105331;;;;
62015-ES0178165017;62015;6;2015;1/6/15;TECNICAS REUNIDAS;0,49;0,49%;ES0178165017;Energy;;;;;
62015-ES0105200002;62015;6;2015;1/6/15;ABENGOA B SHARES;0,45;0,45%;ES0105200002;Industrial;ES0105200184;;;;
62015-ES0122060314;62015;6;2015;1/6/15;FCC;0,36;0,36%;ES0122060314;Industrial;;;;;
62015-ES0182870214;62015;6;2015;1/6/15;SACYR;0,34;0,34%;ES0182870214;Industrial;ES0182870016;ES0182870917;;;
62015-ES0118594417;62015;6;2015;1/6/15;INDRA SISTEMAS;0,29;0,29%;ES0118594417;Technology;ES0118594011;;;;
62015-ES0142090317;62015;6;2015;1/6/15;OBRASCON HUARTE;0,23;0,23%;ES0142090317;Industrial;;;;;
72015-ES0113900J37;72015;7;2015;1/7/15;BANCO SANTANDER;16,42;16,42%;ES0113900J37;Financials;ES0113900G30;;;;
72015-ES0178430E18;72015;7;2015;1/7/15;TELEFONICA;12,38;12,38%;ES0178430E18;Telecommunications Services;;;;;
72015-ES0148396007;72015;7;2015;1/7/15;INDITEX;10,64;10,64%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
72015-ES0113211835;72015;7;2015;1/7/15;BBV.ARGENTARIA;10,61;10,61%;ES0113211835;Financials;ES0113211033;ES0113211009;;;
72015-ES0144580Y14;72015;7;2015;1/7/15;IBERDROLA;7,43;7,43%;ES0144580Y14;Utilities;ES0144580018;;;;
72015-ES0173516115;72015;7;2015;1/7/15;REPSOL YPF;3,91;3,91%;ES0173516115;Energy;ES0173516016;;;;
72015-ES0109067019;72015;7;2015;1/7/15;AMADEUS IT GROUP;3,24;3,24%;ES0109067019;Technology;ES0184633032;;;;
72015-ES0118900010;72015;7;2015;1/7/15;FERROVIAL;2,98;2,98%;ES0118900010;Industrial;ES0162601019;;;;
72015-ES0177542018;72015;7;2015;1/7/15;INTL.CONS.AIRL.GP. (MAD);2,82;2,82%;ES0177542018;Industrial;;;;;
72015-ES0111845014;72015;7;2015;1/7/15;ABERTIS;2,57;2,57%;ES0111845014;Industrial;;;;;
72015-ES0140609019;72015;7;2015;1/7/15;CAIXABANK;2,56;2,56%;ES0140609019;Financials;;;;;
72015-ES0116870314;72015;7;2015;1/7/15;NATURGY ENERGY;2,17;2,17%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
72015-ES0113860A34;72015;7;2015;1/7/15;BANCO DE SABADELL;1,96;1,96%;ES0113860A34;Financials;ES0113860532;;;;
72015-ES0173093024;72015;7;2015;1/7/15;RED ELECTRICA;1,80;1,80%;ES0173093024;Utilities;ES0173093115;;;;
72015-ES0167050915;72015;7;2015;1/7/15;ACS ACTIV.CONSTR.Y SERV.;1,75;1,75%;ES0167050915;Industrial;ES0167050311;;;;
72015-ES0105046009;72015;7;2015;1/7/15;AENA SME;1,65;1,65%;ES0105046009;Industrial;;;;;
72015-ES0113790226;72015;7;2015;1/7/15;BANCO POPULAR ESPANOL;1,62;1,62%;ES0113790226;Financials;ES0113790531;ES0113790234;ES0113790135;;
72015-ES0171996087;72015;7;2015;1/7/15;GRIFOLS ORD CL A;1,56;1,56%;ES0171996087;Healthcare;ES0171996012;;;;
72015-ES0113307062;72015;7;2015;1/7/15;BANKIA;1,52;1,52%;ES0113307062;Financials;ES0113307021;ES0113307039;;;
72015-ES0130670112;72015;7;2015;1/7/15;ENDESA;1,48;1,48%;ES0130670112;Utilities;ES0130670013;;;;
72015-ES0113679I37;72015;7;2015;1/7/15;BANKINTER 'R';1,15;1,15%;ES0113679I37;Financials;ES0113679338;;;;
72015-ES0130960018;72015;7;2015;1/7/15;ENAGAS;1,11;1,11%;ES0130960018;Energy;;;;;
72015-ES0124244E34;72015;7;2015;1/7/15;MAPFRE;0,99;0,99%;ES0124244E34;Financials;ES0124244C36;ES0124244A38;;;
72015-ES0152503035;72015;7;2015;1/7/15;MEDIASET ESPANA COMUNICACION;0,77;0,77%;ES0152503035;Consumer Cyclical;;;;;
72015-ES0143416115;72015;7;2015;1/7/15;SIEMENS GAMESA RENEWABLE ENERGY;0,73;0,73%;ES0143416115;Energy;ES0143416016;;;;
72015-ES0126775032;72015;7;2015;1/7/15;DIA;0,68;0,68%;ES0126775032;Consumer Non-Cyclical;;;;;
72015-ES0125220311;72015;7;2015;1/7/15;ACCIONA;0,62;0,62%;ES0125220311;Industrial;;;;;
72015-ES0178165017;72015;7;2015;1/7/15;TECNICAS REUNIDAS;0,47;0,47%;ES0178165017;Energy;;;;;
72015-LU1598757687;72015;7;2015;1/7/15;ARCELORMITTAL (MAD);0,47;0,47%;LU1598757687;Industrial;LU0323134006;LU0307198241;NL0000361947;;
72015-ES0132105018;72015;7;2015;1/7/15;ACERINOX 'R';0,43;0,43%;ES0132105018;Industrial;ES0132105331;;;;
72015-ES0122060314;72015;7;2015;1/7/15;FCC;0,36;0,36%;ES0122060314;Industrial;;;;;
72015-ES0105200002;72015;7;2015;1/7/15;ABENGOA B SHARES;0,31;0,31%;ES0105200002;Industrial;ES0105200184;;;;
72015-ES0118594417;72015;7;2015;1/7/15;INDRA SISTEMAS;0,31;0,31%;ES0118594417;Technology;ES0118594011;;;;
72015-ES0182870214;72015;7;2015;1/7/15;SACYR;0,30;0,30%;ES0182870214;Industrial;ES0182870016;ES0182870917;;;
